module,type,name,res_id,src,value,comments
auth_signup,code,addons/auth_signup/controllers/main.py,55,Another user is already registered using this email address.,,
auth_signup,code,addons/auth_signup/controllers/main.py,141,Authentication Failed.,,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.reset_password,Back to Login,,
auth_signup,code,addons/auth_signup/models/res_users.py,197,Cannot send email: user %s has no email address.,,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.res_users_view_form,Close,,
auth_signup,model,"ir.model,name",auth_signup.model_res_config_settings,Config Settings,,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.reset_password,Confirm,,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.fields,Confirm Password,,
auth_signup,model,"ir.model.fields.selection,name",auth_signup.selection__res_users__state__active,Confirmed,,
auth_signup,model,"ir.model,name",auth_signup.model_res_partner,Contact,,
auth_signup,code,addons/auth_signup/controllers/main.py,58,Could not create a new account.,,
auth_signup,code,addons/auth_signup/controllers/main.py,87,Could not reset your password,,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_config_settings__auth_signup_uninvited,Customer Account,,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.res_config_settings_view_form,Default Access Rights,,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.login,Don't have an account?,,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_config_settings__auth_signup_reset_password,Enable password reset from Login page,,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.res_config_settings_view_form,Enable password reset from Login page,,
auth_signup,model,"ir.model.fields.selection,name",auth_signup.selection__res_config_settings__auth_signup_uninvited__b2c,Free sign up,,
auth_signup,model,"ir.model,name",auth_signup.model_ir_http,HTTP Routing,,
auth_signup,code,addons/auth_signup/controllers/main.py,118,Invalid signup token,,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.res_config_settings_view_form,Let your customers log in to see their documents,,
auth_signup,model,"ir.model.fields.selection,name",auth_signup.selection__res_users__state__new,Never Connected,,
auth_signup,code,addons/auth_signup/controllers/main.py,78,No login provided.,,
auth_signup,model,"ir.model.fields.selection,name",auth_signup.selection__res_config_settings__auth_signup_uninvited__b2b,On invitation,,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.fields,Password,,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.res_config_settings_view_form,Password Reset,,
auth_signup,model,"mail.template,subject",auth_signup.reset_password_email,Password reset,,
auth_signup,code,addons/auth_signup/controllers/main.py,128,Passwords do not match; please retype them.,,
auth_signup,model,"mail.template,subject",auth_signup.mail_template_data_unregistered_users,Reminder for unregistered users,,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.login,Reset Password,,
auth_signup,code,addons/auth_signup/models/res_users.py,162,Reset password: invalid username or email,,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.res_users_view_form,Send Reset Password Instructions,,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.res_users_view_form,Send an Invitation Email,,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.signup,Sign up,,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_partner__signup_expiration,Signup Expiration,,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_users__signup_expiration,Signup Expiration,,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_partner__signup_token,Signup Token,,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_users__signup_token,Signup Token,,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_partner__signup_type,Signup Token Type,,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_users__signup_type,Signup Token Type,,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_partner__signup_valid,Signup Token is Valid,,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_users__signup_valid,Signup Token is Valid,,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_partner__signup_url,Signup URL,,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_users__signup_url,Signup URL,,
auth_signup,code,addons/auth_signup/models/res_users.py,118,Signup is not allowed for uninvited users,,
auth_signup,code,addons/auth_signup/models/res_partner.py,153,Signup token '%s' is no longer valid,,
auth_signup,code,addons/auth_signup/models/res_partner.py,149,Signup token '%s' is not valid,,
auth_signup,code,addons/auth_signup/models/res_users.py,138,Signup: invalid template user,,
auth_signup,code,addons/auth_signup/models/res_users.py,141,Signup: no login given for new user,,
auth_signup,code,addons/auth_signup/models/res_users.py,143,Signup: no name or partner given for new user,,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_users__state,Status,,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_config_settings__auth_signup_template_user_id,Template user for new users created through signup,,
auth_signup,code,addons/auth_signup/controllers/main.py,126,The form was not properly filled in.,,
auth_signup,code,addons/auth_signup/models/res_users.py,127,This is his first connection. Wish him welcome,,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.res_config_settings_view_form,"To send invitations in B2B mode, open a contact or select several ones in list view and click on 'Portal Access Management' option in the dropdown menu *Action*.",,
auth_signup,model,"ir.model,name",auth_signup.model_res_users,Users,,
auth_signup,model,"ir.actions.server,name",auth_signup.ir_cron_auth_signup_send_pending_user_reminder_ir_actions_server,Users: Notify About Unregistered Users,,
auth_signup,model,"ir.cron,cron_name",auth_signup.ir_cron_auth_signup_send_pending_user_reminder,Users: Notify About Unregistered Users,,
auth_signup,model,"ir.cron,name",auth_signup.ir_cron_auth_signup_send_pending_user_reminder,Users: Notify About Unregistered Users,,
auth_signup,model,"mail.template,subject",auth_signup.mail_template_user_signup_account_created,Welcome to ${object.company_id.name}!,,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.fields,Your Email,,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.reset_password,Your Email,,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.fields,Your Name,,
auth_signup,model_terms,"ir.ui.view,arch_db",auth_signup.fields,e.g. John Doe,,
base,model,"ir.module.module,description",base.module_l10n_cn_small_business,"

    科目类型\会计科目表模板\增值税\辅助核算类别\管理会计凭证簿\财务会计凭证簿

    添加中文省份数据

    增加小企业会计科目表

    ",,
base,model,"ir.module.module,description",base.module_pos_kitchen_printer,"

- Kitchen Order Printing: allows you to print orders updates to kitchen or bar printers

",,
base,model,"ir.module.module,description",base.module_l10n_at_reports,"

Accounting reports for Austria.
================================

    * Defines the following reports:
        * Profit/Loss (§ 231 UGB Gesamtkostenverfahren)
        * Balance Sheet (§ 224 UGB)

    ",,
base,model,"ir.module.module,description",base.module_l10n_be_invoice_bba,"

Add Structured Communication to customer invoices.
--------------------------------------------------

Using BBA structured communication simplifies the reconciliation between invoices and payments.
You can select the structured communication as payment communication in Invoicing/Accounting settings.
Two algorithms are suggested:

    1) Invoice Number +++RRR/RRRR/RRRDD+++
        **R..R =** Invoice Number, **DD =** Check Digits
    2) Customer Reference +++RRR/RRRR/SSSDD+++
        **R..R =** Customer Reference without non-numeric characters, **SSS =** Sequence Number, **DD =** Check Digits
    ",,
base,model,"ir.module.module,description",base.module_pos_reprint,"

Allow cashier to reprint receipts

",,
base,model,"ir.module.module,description",base.module_l10n_hu,"

Base module for Hungarian localization
==========================================

This module consists of:

 - Generic Hungarian chart of accounts
 - Hungarian taxes
 - Hungarian Bank information
 ",,
base,model,"ir.module.module,description",base.module_l10n_dk,"

Localization Module for Denmark
===============================

This is the module to manage the **accounting chart for Denmark**. Cover both one-man business as well as I/S, IVS, ApS and A/S

**Modulet opsætter:**

- **Dansk kontoplan**

- Dansk moms
        - 25% moms
        - Resturationsmoms 6,25%
        - Omvendt betalingspligt
        
- Konteringsgrupper
        - EU (Virksomhed)
        - EU (Privat)
        - 3.lande

- Finans raporter
        - Resulttopgørelse
        - Balance
        - Momsafregning
            - Afregning
            - Rubrik A, B og C

- **Anglo-Saxon regnskabsmetode**

.

Produkt setup:
==============

**Vare**

**Salgsmoms:**      Salgmoms 25%

**Salgskonto:**     1010 Salg af vare, m/moms

**Købsmoms:**       Købsmoms 25%

**Købskonto:**      2010 Direkte omkostninger vare, m/moms

.

**Ydelse**

**Salgsmoms:**      Salgmoms 25%, ydelser

**Salgskonto:**     1011 Salg af ydelser, m/moms

**Købsmoms:**       Købsmoms 25%, ydelser

**Købskonto:**      2011 Direkte omkostninger ydelser, m/moms

.

**Vare med omvendt betalingspligt**

**Salgsmoms:**      Salg omvendt betalingspligt

**Salgskonto:**     1012 Salg af vare, u/moms

**Købsmoms:**       Køb omvendt betalingspligt

**Købskonto:**      2012 Direkte omkostninger vare, u/moms


.

**Restauration**

**Købsmoms:**       Restaurationsmoms 6,25%, købsmoms

**Købskonto:**      4010 Restaurationsbesøg

.

Copyright 2018 Odoo House ApS
    ",,
base,model,"ir.module.module,description",base.module_l10n_do,"

Localization Module for Dominican Republic
===========================================

Catálogo de Cuentas e Impuestos para República Dominicana, Compatible para
**Internacionalización** con **NIIF** y alineado a las normas y regulaciones
de la Dirección General de Impuestos Internos (**DGII**).

**Este módulo consiste de:**

- Catálogo de Cuentas Estándar (alineado a DGII y NIIF)
- Catálogo de Impuestos con la mayoría de Impuestos Preconfigurados
        - ITBIS para compras y ventas
        - Retenciones de ITBIS
        - Retenciones de ISR
        - Grupos de Impuestos y Retenciones:
                - Telecomunicaiones
                - Proveedores de Materiales de Construcción
                - Personas Físicas Proveedoras de Servicios
        - Otros impuestos
- Secuencias Preconfiguradas para manejo de todos los NCF
        - Facturas con Valor Fiscal (para Ventas)
        - Facturas para Consumidores Finales
        - Notas de Débito y Crédito
        - Registro de Proveedores Informales
        - Registro de Ingreso Único
        - Registro de Gastos Menores
        - Gubernamentales
- Posiciones Fiscales para automatización de impuestos y retenciones
        - Cambios de Impuestos a Exenciones (Ej. Ventas al Estado)
        - Cambios de Impuestos a Retenciones (Ej. Compra Servicios al Exterior)
        - Entre otros

**Nota:**
Esta localización, aunque posee las secuencias para NCF, las mismas no pueden
ser utilizadas sin la instalación de módulos de terceros o desarrollo
adicional.

Estructura de Codificación del Catálogo de Cuentas:
===================================================

**Un dígito** representa la categoría/tipo de cuenta del del estado financiero.
**1** - Activo        **4** - Cuentas de Ingresos y Ganancias
**2** - Pasivo        **5** - Costos, Gastos y Pérdidas
**3** - Capital       **6** - Cuentas Liquidadoras de Resultados

**Dos dígitos** representan los rubros de agrupación:
11- Activo Corriente
21- Pasivo Corriente
31- Capital Contable

**Cuatro dígitos** se asignan a las cuentas de mayor: cuentas de primer orden
1101- Efectivo y Equivalentes de Efectivo
2101- Cuentas y Documentos por pagar
3101- Capital Social

**Seis dígitos** se asignan a las sub-cuentas: cuentas de segundo orden
110101 - Caja
210101 - Proveedores locales

**Ocho dígitos** son para las cuentas de tercer orden (las visualizadas
en Odoo):
1101- Efectivo y Equivalentes
110101- Caja
11010101 Caja General
    ",,
base,model,"ir.module.module,description",base.module_l10n_jp,"

Overview:
---------

* Chart of Accounts and Taxes template for companies in Japan.
* This probably does not cover all the necessary accounts for a company. You are expected to add/delete/modify accounts based on this template.

Note:
-----

* Fiscal positions '内税' and '外税' have been added to handle special requirements which might arise from POS implementation. [1]  Under normal circumstances, you might not need to use those at all.

[1] See https://github.com/odoo/odoo/pull/6470 for detail.

    ",,
base,code,addons/base/models/res_config.py,309,"

This addon is already installed on your system",,
base,model,"ir.module.module,description",base.module_pos_sale,"

This module adds a custom Sales Team for the Point of Sale. This enables you to view and manage your point of sale sales with more ease.
",,
base,model,"ir.module.module,description",base.module_pos_restaurant,"

This module adds several features to the Point of Sale that are specific to restaurant management:
- Bill Printing: Allows you to print a receipt before the order is paid
- Bill Splitting: Allows you to split an order into different orders
- Kitchen Order Printing: allows you to print orders updates to kitchen or bar printers

",,
base,model,"ir.module.module,description",base.module_pos_discount,"

This module allows the cashier to quickly give percentage-based
discount to a customer.

",,
base,model,"ir.module.module,description",base.module_pos_loyalty,"

This module allows you to define a loyalty program in
the point of sale, where customers earn loyalty points
and get rewards.

",,
base,model,"ir.module.module,description",base.module_pos_epson_printer_restaurant,"

Use Epson Printers as Order Printers in the Point of Sale without the IoT Box
",,
base,model,"ir.module.module,description",base.module_pos_epson_printer,"

Use Epson ePOS Printers without the IoT Box in the Point of Sale
",,
base,model,"ir.module.module,description",base.module_l10n_at,"
   
Austrian charts of accounts (Einheitskontenrahmen 2010).
==========================================================

    * Defines the following chart of account templates:
        * Austrian General Chart of accounts 2010
    * Defines templates for VAT on sales and purchases
    * Defines tax templates
    * Defines fiscal positions for Austrian fiscal legislation
    * Defines tax reports U1/U30
 
    ",,
base,model,"ir.module.module,summary",base.module_sale_renting_sign,"
            Bridge Sign functionalities with the Rental application
        ",,
base,model,"ir.module.module,description",base.module_helpdesk_timesheet,"
        - Allow to set project for Helpdesk team
        - Track timesheet for a task from a ticket
    ",,
base,model,"ir.module.module,description",base.module_l10n_be_reports,"
        Accounting reports for Belgium
    ",,
base,model,"ir.module.module,description",base.module_l10n_cl_reports,"
        Accounting reports for Chile
    ",,
base,model,"ir.module.module,description",base.module_l10n_de_reports,"
        Accounting reports for Germany
        Contains Balance sheet, Profit and Loss, VAT and Partner VAT reports
        Also adds DATEV export options to general ledger
    ",,
base,model,"ir.module.module,description",base.module_l10n_lt_reports,"
        Accounting reports for Lithuania

        Contains Balance Sheet, Profit/Loss reports
    ",,
base,model,"ir.module.module,description",base.module_l10n_nl_reports,"
        Accounting reports for Netherlands
    ",,
base,model,"ir.module.module,description",base.module_l10n_es_reports,"
        Accounting reports for Spain
    ",,
base,model,"ir.module.module,description",base.module_l10n_se_reports,"
        Accounting reports for Sweden
    ",,
base,model,"ir.module.module,description",base.module_l10n_ch_reports,"
        Accounting reports for Switzerland
    ",,
base,model,"ir.module.module,description",base.module_l10n_uk_reports,"
        Accounting reports for UK
        
        Allows to send the tax report via the 
        MTD-VAT API to HMRC.   
    ",,
